,text,classification,reclassification
11198,"nearly so. Basal leaves petiolate, to 30 cm long; stem leaves subsessile, much ",morphology,morphology
11199,"reduced. Racemes numerous in a large panicle; flowers about 3 cm across, ",morphology,morphology
11200,with the sepals white-margined. Very rare; introduced weed; southwestern ,habitat,habitat
11201,Prairies. ,habitat,habitat
11202,Lepidium perfoliatum L. perfoliate pepper-grass ,taxon_identification,taxon_identification
11203,"An annual weed with a stem much branched and bushy above, 20-50 cm ",morphology,morphology
11204,"high. Basal leaves pale green, very finely dissected and divided; subsequent ",morphology,morphology
11205,"leaves more entire, the upper ones entire with a pointed end and a cordate to ",morphology,morphology
11206,entirely clasping base. Flower terminal in racemes and very small with yellow ,morphology,morphology
11207,"petals. Numerous seedpods about 3 mm long, oval, and containing a seed in ",morphology,morphology
11208,"each compartment. When growing, the plants have a reddish tinge to the ",morphology,morphology
11209,"leaves, which, with the yellow petals, makes them easy to notice. An introduced weed, common in dry areas of western USA but rare in Canada; western Prairies. ",habitat,habitat
11210,Lepidium ramosissimum A. Nels. branched pepper-grass ,taxon_identification,taxon_identification
11211,"An annual or biennial, very similar to L. densiflorum, but branched ",morphology,morphology
11212,"diffusely from the base, and with white petals shorter than the sepals. Seedpods rather pointed at the notched apex, whereas in L. densiflorum the pods ",morphology,morphology
11213,"are more rounded. Probably fairly common throughout southern part of area, ",habitat,habitat
11214,but distinction between the two species is obscure. ,taxon_identification,taxon_identification
11215,Lepidium ruderale L. roadside pepper-grass ,taxon_identification,taxon_identification
11216,"Annual or biennial with a single erect or ascending stem, 10-30 cm high, ",morphology,morphology
11217,"sparsely pubescent. Basal leaves 5-7 cm long, long-petioled, pinnatifid to ",morphology,morphology
11218,"bipinnatifid. Flowers about 1.5 mm across; silicle 2-2.5 mm long, deeply ",morphology,morphology
11219,"notched. Introduced weed, rare; southeastern Parklands. ",habitat,habitat
11220,Lepidium sativum L. garden cress ,taxon_identification,taxon_identification
11221,"Annual with a single erect stem, glabrous. Basal leaves long-petioled, ",morphology,morphology
11222,"lyrate, with the lobes toothed; upper stem leaves linear, entire. Flowers 3-5 ",morphology,morphology
11223,"mm across; silicle 5-6 mm long, deeply notched. Introduced, occasionally ",morphology,morphology
11224,escaped from cultivation. ,morphology,morphology
11225,Lesquerella bladderpod ,taxon_identification,taxon_identification
11226,Low tufted annual or perennial plants with clustered basal leaves and a ,morphology,morphology
11227,"few stem leaves. Plants with starry hairs. Flowers perfect, in racemes, yellow or ",morphology,morphology
11228,"purple. Seedpods (Fig. 1 17//) inflated, globose or oval, with 2 to many seeds in ",morphology,morphology
11229,each compartment. ,morphology,morphology
11230,1. Pods ovate; plants densely tufted; flowers ,morphology,morphology
11231,bright yellow L. alpina var. spathulata ,key,key
11232,Pods globose; plants not densely tufted; ,morphology,key
11233,flowers reddish yellow 2 ,key,key
11234,2. Pedicels ascending in fruit; pods glabrous ,morphology,morphology
11235,or nearly so L. arctica ,taxon_identification,taxon_identification
11236,Pedicels recurved in fruit; pods densely ,morphology,morphology
11237,pubescent L. ludoviciana var. arenosa ,taxon_identification,taxon_identification
11238,Lesquerella alpina (Nutt.) S. Wats. var. spathulata (Rydb.) Payson ,taxon_identification,taxon_identification
11239,SPATULATE BLADDERPOD ,morphology,morphology
11240,"A deep-rooted tufted perennial 5-15 cm high, with several stems. Numerous basal leaves 1-3 cm long; very few linear stem leaves. Flowers yellow, ",morphology,morphology
11241,"about 6 mm across; pods ovoid, very slightly compressed. Not common; dry ",morphology,morphology
11242,"hillsides and badlands; Prairies, southern Rocky Mountains. ",habitat,habitat
11243,Lesquerella arctica (Wormsk.) Wats. northern bladderpod ,taxon_identification,taxon_identification
11244,"Small plants with spatulate or oblanceolate basal leaves. Flowers longpedicellate, yellow; pods on straight pedicels, 1-2 cm long. Gravelly areas; ",morphology,morphology
11245,Hudson Bay. Plants with the pods scurfy and few white stellate hairs are var. ,key,key
11246,purshii Wats.; southern Rocky Mountains. ,habitat,habitat
11247,Lesquerella ludoviciana (Nutt.) Wats. var. arenosa (Rich.) Wats. (Fig. 120) ,taxon_identification,taxon_identification
11248,SAND BLADDERPOD ,habitat,habitat
11249,"A very slender stemmed spreading and decumbent plant 5-30 cm across, ",morphology,morphology
11250,"with mostly basal linear-oblanceolate leaves. Flowers dull yellow or reddishtinged, about 6 mm across. Pods globose (Fig. 117//), 3-5 mm across, on ",morphology,morphology
11251,curved stalks. Common; on dry hillsides and prairie; throughout the southern ,habitat,habitat
11252,"part of the Prairie Provinces, not necessarily on sandy soil, specimens having ",habitat,habitat
11253,been collected on Regina Plains. ,habitat,habitat
11254,Neslia ball mustard ,taxon_identification,taxon_identification
11255,Neslia paniculata (L.) Desv. ball mustard ,taxon_identification,taxon_identification
11256,"A tall erect annual or winter annual 30-60 cm high, on much-branched ",morphology,morphology
11257,"stems. The whole plant is pale yellowish green, with starry hairs. Lower leaves ",morphology,morphology
11258,somewhat stalked and lanceolate; stem leaves arrow-shaped and clasping the ,morphology,morphology
11259,"stems at the base. Flowers small, orange yellow, about 3 mm across, and clustered on the ends of the stems. Fruit pods (Fig. 117/) in long racemes, small, ",morphology,morphology
11260,"round, about 2 mm long. Pods usually contain only 1 seed and remain on the ",morphology,morphology
11261,"seed when ripe. Introduced from Europe, a weed of crop lands and waste ",habitat,habitat
11262,places; throughout the Prairie Provinces. ,habitat,habitat
11263,"Fig. 120. Sand bladderpod, Lesquerella ludoviciana (Nutt.) Wats. var. arenosa ",taxon_identification,taxon_identification
11264,(Rich.) Wats. ,taxon_identification,taxon_identification
11265,Physaria bladderpod ,key,key
11266,Physaria didymocarpa (Hook.) Gray twin bladderpod ,taxon_identification,taxon_identification
11267,A tufted perennial with dense rosettes and several stems 5-15 cm long. ,morphology,morphology
11268,"Rosette leaves broadly obovate or spatulate, \-4 cm wide, densely silvery stellate; stem leaves few and small. Flowers 1-2 cm across, bright yellow; pods 2lobed, strongly inflated, often 2 cm or more across; seeds 4 in each locule. ",morphology,morphology
11269,Slopes and rocky areas; Rocky Mountains. ,habitat,habitat
11270,Raphanus radish ,taxon_identification,taxon_identification
11271,Raphanus raphanistrum L. wild radish ,taxon_identification,taxon_identification
11272,An erect annual or winter-annual weed 30-70 cm high. Basal and lower ,morphology,morphology
11273,"leaves 10-20 cm long, deeply lobed, with a large terminal lobe; upper leaves ",morphology,morphology
11274,"smaller. Flowers yellow with purplish veins, 10-20 mm across. Seedpods (Fig. ",morphology,morphology
11275,"1 177) 3-4 cm long, constricted between each seed, and breaking rapidly into 1seeded sections when handled. Introduced from Europe, becoming increasingly common; a weed of abandoned fields and waste places; in eastern Prairies and Parklands. ",habitat,habitat
11276,Rapistrum ,taxon_identification,taxon_identification
11277,Rapist rum perenne (L.) All. perennial mustard ,taxon_identification,taxon_identification
11278,"A biennial or perennial, with stems 30-80 cm high, densely hispid below, ",morphology,morphology
11279,"glabrous above. Lower leaves pinnate, coarsely serrate. Flowers 10-15 mm ",morphology,morphology
11280,"across, bright yellow; pods 7-10 mm long, the lower part cylindrical, the upper ",morphology,morphology
11281,"part ovoid, strongly ribbed. Introduced, occasional weed; southeastern Parklands. ",morphology,morphology
11282,Rorippa yellow cress ,taxon_identification,taxon_identification
11283,1. Creeping-rooted perennials 2 ,key,key
11284,Fibrous-rooted plants without creeping ,key,key
11285,roots; winter annual or biennial 4 ,key,key
11286,2. Pods not more than 3 times as long as ,key,key
11287,wide; leaves entire or merely toothed R. austriaca ,key,key
11288,Pods 4 or more times as long as wide; ,morphology,key
11289,leaves dissected or lobed 3 ,key,key
11290,3. Leaves with sharply toothed or incised ,key,key
11291,divisions R. sylvestris ,taxon_identification,key
11292,Leaves with blunt lobes R. sinuata ,key,key
11293,"4. Stems erect, branched above; petals 1.5-2 ",key,key
11294,mm long; sepals 2 mm R. islandica ,key,key
11295,Stems branched from the base; petals ,morphology,key
11296,1.0-1.4 mm long; sepals 1.5 mm R. tenerrima ,key,key
11297,Rorippa austriaca (Crantz) Besser Austrian cress ,taxon_identification,taxon_identification
11298,"A tall-growing introduced perennial 40-90 cm high, with running roots ",morphology,morphology
11299,"and smooth stem. Leaves alternate, almost entire or merely toothed, not dis414 ",morphology,morphology
11300,"sected; the lower leaves with stalks and the upper ones without. Flowers yellow and small, in racemes. Pods small, almost globular, 2-3 mm long, on stalks ",morphology,morphology
11301,"5-15 mm long. An introduced weed found occasionally; in grainfields in Prairies and Parklands, but uncommon at present. However, it should be watched ",morphology,morphology
11302,to prevent its spread. ,habitat,habitat
11303,Rorippa islandica (Oeder) Borbas marsh yellow cress ,taxon_identification,taxon_identification
11304,"Native annual or biennial branching plants 20-60 cm high, with deeply ",morphology,morphology
11305,"dissected leaves. The lower leaves stalked, 6-15 cm long, and the upper ones ",morphology,morphology
11306,"less dissected or lobed and without stalks. Yellow flowers, small, usually less ",morphology,morphology
11307,"than 6 mm across. Pods either globose or linear, with two rows of seeds in each ",morphology,morphology
11308,"compartment. Authorities have split this species into several varieties, two of ",morphology,morphology
11309,which are common in the Prairie Provinces. The va.r.fernaldiana Butt. & Abbe ,taxon_identification,taxon_identification
11310,with almost or entirely hairless stems and linear to linear-oblong pods 6-9 mm ,morphology,morphology
11311,long. It was formerly called R. palustris (L.) Besser. The var. hispida (Desv.) ,taxon_identification,taxon_identification
11312,Butt. & Abbe has the stem covered with bristly hairs and the pods globose or ,morphology,morphology
11313,"oval, not more than 6 mm long. This was formerly known as R. hispida (Desv.) ",key,key
11314,"Britt. Both varieties common on lakeshores, sloughs, and wet places; throughout the Prairie Provinces. ",habitat,habitat
11315,Rorippa sinuata (Nutt.) Hitchc. spreading yellow cress ,taxon_identification,taxon_identification
11316,"A native perennial with smooth stems 10-40 cm high, and cleft or divided ",morphology,morphology
11317,leaves with rather obtuse lobes. Leaves 3-8 cm long. Yellow flowers about 4 ,morphology,morphology
11318,"mm across. Pods 8-12 mm long, linear-oblong. Not particularly common; but ",morphology,morphology
11319,has been found in several locations throughout the Prairie Provinces as far ,habitat,habitat
11320,north as northern Alberta. ,key,key
11321,Rorippa sylvestris (L.) Besser creeping yellow cress ,taxon_identification,taxon_identification
11322,"An introduced perennial with creeping roots, smooth stem, and pinnately-divided leaves with sharp-toothed divisions. Yellow flowers 6-8 mm across. ",morphology,morphology
11323,"Pods linear, 8-12 mm long, on slender stalks, with 1 row of seeds in each compartment. Found in a few isolated places in the Prairie Provinces. Another ",morphology,morphology
11324,potential pest that should be watched to prevent its spread. ,habitat,habitat
11325,Rorippa tenerrima Greene slender cress ,taxon_identification,taxon_identification
11326,"An annual species 10-30 cm high; stems numerous from the root crown, ",morphology,morphology
11327,"slender, prostrate or erect. Leaves deeply pinnatifid, with the lobes rounded, ",morphology,morphology
11328,sinuately toothed. Wet places; southern Rocky Mountains. ,habitat,habitat
11329,Sisymbrium sisymbrium ,taxon_identification,taxon_identification
11330,"1. Pods 1-2 cm long, conical, closely ",morphology,morphology
11331,appressed to the stem S. officinale ,key,key
11332,"Pods 2-10 cm long, linear, spreading or ",morphology,key
11333,ascending 2 ,key,key
11334,"2. Leaves all or mostly entire, very narrow S. linifolium ",key,key
11335,Leaves all pinnatifid to pinnate 3 ,key,key
11336,3. Stem with spreading hairs; upper leaves ,key,key
