,0,1
16241,"Leaves smaller, usually less than 2 cm ",key
16242,long 10 ,key
16243,8. Leaves and petioles pilose; leaf base ,key
16244,rounded or cordate Epigaea ,morphology
16245,Leaves and petioles glabrous; leaf base ,key
16246,tapered 9 ,key
16247,"9. Leaves crenate-serrate, conspicuously ",key
16248,reticulate-veined below Arctostaphylos ,key
16249,"Leaves very shallowly crenate, with teeth ",morphology
16250,"bristle-tipped, not reticulate-veined ",key
16251,below Gaultheria ,key
16252,10. Leaves and branches densely brown scaly ,key
16253,and scurfy; flowers 1-2 cm across Rhododendron ,key
16254,Leaves and branches not scaly or scurfy; ,morphology
16255,flowers smaller 1 1 ,key
16256,"11. Leaves leathery, elliptic or obovate, 6-20 ",key
16257,mm long Arctostaphylos ,key
16258,Leaves not as above 12 ,key
16259,"12. Leaves linear, closely crowded on the ",key
16260,stem 13 ,key
16261,Leaves not as above 14 ,key
16262,"13. Leaves thick, blunt, 4-ranked; flowers ",key
16263,solitary Cassiope ,key
16264,"Leaves flat, grooved below, alternate; ",morphology
16265,flowers in terminal clusters Phyllodoce ,morphology
16266,"14. Plants shrubby, with decumbent woody ",key
16267,"stems, diffusely branched Loiseleuria ",morphology
16268,"Plants not shrubby, with stems creeping, ",morphology
16269,very slender Gaultheria ,morphology
16270,Andromeda bog-rosemary ,taxon_identification
16271,Andromeda polifolia L. bog-rosemary ,taxon_identification
16272,"A shrub 10^0 cm high; linear-oblong leaves, with margins usually rolled ",morphology
16273,"toward underside, dark green above and white below, 2-5 cm long. ",morphology
16274,"Inflorescence a few-flowered umbel of pinkish white urn-shaped flowers, each ",morphology
16275,about 6 mm long. Found in swamps and muskeg; Boreal forest. ,morphology
16276,Arctostaphylos bearberry ,taxon_identification
16277,"Leaves 2-5 cm long, strongly reticulate below, ",morphology
16278,"serrulate, not evergreen A. alpina ",key
16279,"Leaves 1-3 cm long, not strongly reticulate ",morphology
16280,"below, entire, evergreen A. uva-ursi ",morphology
16281,Arctostaphylos alpina (L.) Spreng. alpine bearberry ,taxon_identification
16282,"Stems tufted or prostrate, with branches 10-20 cm long. Leaves thin, ",morphology
16283,"oblanceolate to spatulate-obovate. Flowers 4-5 mm long; berry black, or red ",morphology
16284,"in var. rubra (Rehder & Wilson) Bean, 6-10 mm long. Swamps, bogs, and ",key
16285,muskeg; Boreal forest. ,habitat
16286,Arctostaphylos uva-ursi (L.) Spreng. bearberry ,taxon_identification
16287,"A prostrate, trailing shrub forming large mats on ground. Leaves spatulate, entire-margined, evergreen and shiny dark green, 1-3 cm long, usually ",morphology
16288,"with a number of brown or reddish leaves intermixed. Flowers pinkish white, ",morphology
16289,"urn-shaped, about 5 mm long, in short few-flowered racemes. Fruit a bright ",morphology
16290,red berry 6-10 mm in diam. Common; in woodlands on sandy hills and ,key
16291,eroded slopes; throughout the Prairie Provinces. ,habitat
16292,Cassiope mountain-heather ,taxon_identification
16293,Leaves distinctly grooved on the back C. tetragona ,key
16294,"Leaves not grooved, but keeled on the back C. mertensiana ",key
16295,Cassiope mertensiana (Bong.) G. Don western mountain-heather ,taxon_identification
16296,"Low, creeping alpine shrub, with branches 10-30 cm high, ascending. ",morphology
16297,"Leaves 3-6 mm long, rounded or keeled on the back. Flowers solitary, 4—6 mm ",morphology
16298,"long, white, on pedicels 5-20 mm long, puberulent. Rocky alpine slopes and ",key
16299,forests; southern Rocky Mountains. ,habitat
16300,Cassiope tetragona (L.) D. Don white mountain-heather ,taxon_identification
16301,"Very similar to C mertensiana, but the leaves with a conspicuous groove ",key
16302,"down the back, densely ciliate margins, and the pedicels to 3 cm long and ",morphology
16303,finely glandular. Alpine and subalpine slopes and forests. In the southern ,habitat
16304,"Rocky Mountains var. saximontana (Small) C. L. Hitchc. occurs, with shorter ",key
16305,"pedicels and smaller flowers than var. tetragona, occurring in the northern ",key
16306,Rocky Mountains. ,habitat
16307,Chamaedaphne leatherleaf ,taxon_identification
16308,Chamaedaphne calyculata (L.) Moench. (Fig. 170) leatherleaf ,taxon_identification
16309,"Branching shrubs 20-100 cm high, with oblong or obovate, slightly ",morphology
16310,"toothed scurfy leaves 1-5 cm long. Flowers white, somewhat urn-shaped, ",morphology
16311,"about 6 mm long, and borne in 1 -sided racemes. Fruit an angular round capsule about 5 mm across. Found in swamps, bogs, and muskeg; Boreal forest. ",morphology
16312,Epigaea mayflower ,taxon_identification
16313,Epigaea repens L. Mayflower ,taxon_identification
16314,"Trailing plants with stems 20^0 cm long, branched, hirsute. Leaves ovate ",morphology
16315,"to oblong, 2—10 cm long, obtuse to acute, rounded to cordate at the base, more ",morphology
16316,or less pilose. Inflorescence 2-5 cm long; flowers 10-15 mm long. Rare; coniferous forest; southeastern Boreal forest. ,morphology
16318,"Fig. 170. Leatherleaf, Chamaedaphne calyculata (L.) Moench. ",taxon_identification
16320,Gaultheria wintergreen ,morphology
16321,1. Leafy stems prostrate; branches less than ,key
16322,10 cm high 2 ,key
16323,Leafy stems upright; branches 10-20 cm ,morphology
16324,high G. procumbens ,taxon_identification
16325,"2. Leaves 5-10 mm long, entire; fruit white G. hispidula ",key
16326,"Leaves 10-15 mm long, serrulate; fruit ",morphology
16327,scarlet G. humifusa ,taxon_identification
16328,Gaultheria hispidula (L.) Muhl. creeping snowberry ,taxon_identification
16329,"Plants with prostrate stems 20-40 cm long, leafy, bristly, especially when ",morphology
16330,"young. Leaves short-petioled, broadly elliptic to rotund, bristly beneath. Flowers few, on pedicels about 1 mm long; fruit white, 5-10 mm long. Damp ",morphology
16331,"woods, muskeg, and bogs; Boreal forest. Syn.: Chiogenes hispidula (L.) Torr. & ",taxon_identification
16332,Gray. ,taxon_identification
16333,Gaultheria humifusa (Graham) Rydb. alpine wintergreen ,taxon_identification
16334,"Creeping shrub with branches usually less than 10 cm high, slender, glabrous or puberulent. Leaves oval to round-oval, rarely over 15 mm long. Flowers solitary on short-bracted peduncles, axillary; fruit 5-7 mm long, scarlet. ",morphology
16335,Mountain slopes; southern Rocky Mountains. ,habitat
16336,Gaultheria procumbens L. CHECK erberry ,taxon_identification
16337,"Plants with leafy stems from a creeping rootstock, erect, 10-20 cm high; ",morphology
16338,"leaves 2-5 cm long, crowded at summit of stem. Flowers 8-10 mm long, on ",morphology
16339,"nodding pedicels 5-10 mm long; fruit 7-10 mm long, bright red. Coniferous ",morphology
16340,forests; southeastern Boreal forest. ,habitat
16341,Kalmia sheep-laurel ,taxon_identification
16342,Kalmia polifolia Wang. pale laurel ,taxon_identification
16343,"A shrub growing 30-60 cm high, with sharply 2-edged twigs. Leaves ",morphology
16344,"opposite, almost stalkless, 1-3 cm long, linear-lanceolate, green above but ",morphology
16345,"white and finely hairy below, edges often rolled. Flowers in clusters from ",morphology
16346,"upper leaf axils, 10-15 mm across, deep pink to red. Fruits ovoid to spherical ",morphology
16347,capsules about 6 mm long. Found in bogs and swampy places; Boreal forest. ,morphology
16348,Ledum Labrador-tea ,taxon_identification
16349,"Branching evergreen shrubs with leaves alternate, entire-margined, rolled ",morphology
16350,"edges, and covered on underside with rusty-colored woolly hairiness or glandular. Flowers with 5 white petals, borne in umbels or short corymbs. Fruit an ",morphology
16351,oblong or ovate many-seeded capsule. ,morphology
16352,Leaves densely woolly or felty tomentose ,key
16353,below L. palustre ,taxon_identification
16354,"Leaves glaucous, glandular-dotted below L. glandulosum ",key
16355,Ledum glandulosum Nutt. trapper'S-TEA ,taxon_identification
16356,"Stout erect shrub to 2 m high, with twigs puberulent and glandular. ",morphology
16357,"Leaves pale green, rugose above, with margins little revolute, oblong to ",morphology
16358,"broadly elliptic, glaucous, and glandular-dotted below. Flowers white; petals ",morphology
16359,5-8 mm long. Moist woods; southern Rocky Mountains. ,morphology
16360,Ledum palustre L. labrador-tea ,taxon_identification
16361,"Erect shrubs to 1.5 m high, with twigs tomentose. Leaves with strongly ",morphology
16362,"rolled margins, densely white or rusty red tomentose below, rugose, dark green ",morphology
16363,"above. Flowers white, 5-8 mm long. Muskeg, bogs, and wet woods; in alpine ",morphology
16364,and boreal to arctic regions. Two varieties occur: ,key
16365,"Leaves lanceolate, length-to-width ratio about ",key
16366,6: 1 var. latifolium (Jacq.) Michx. ,taxon_identification
16367,"Leaves linear, length-to-width ratio about ",key
16368,12:1 var. decumbens Ait. ,taxon_identification
16369,The var. latifolium (L. groenlandicum Oeder) is common in northern fringes of ,taxon_identification
16370,"Parklands, Boreal forest, and Rocky Mountains; var. decumbens occurs in the ",habitat
16371,northern parts of Boreal forest. ,habitat
16372,Loiseleuria alpine azalea ,habitat
16373,Loiseleuria procumbens (L.) Desv. alpine azalea ,taxon_identification
16374,"Stems woody; branches to 30 cm long, about 5 or 6 cm high. Leaves ",key
16375,"opposite, narrowly elliptic, 5-8 mm long, evergreen, strongly revolute. Flowers ",morphology
16376,pink or white; petals 3-4 mm long. Rocky tundra; Boreal forest. ,morphology
16377,Menziesia menziesia ,taxon_identification
16378,Menziesia ferruginea Sm. var. glabella (Gray) Peck western minniebush ,taxon_identification
16379,"An erect or straggling shrub 1-2 m high, with shredding bark; young ",morphology
16380,"twigs finely glandular pubescent. Leaves oblong to obovate, 3-6 cm long, ",morphology
16381,"somewhat serrate and ciliate, appressed pubescent above, pubescent on the ",morphology
16382,"veins below. Flowers 7-8 mm long, whitish or yellowish to purplish pink, on ",morphology
16383,"pedicels 15-20 mm long, glandular pilose. Moist woods and slopes; Rocky ",morphology
16384,Mountains. ,habitat
16386,Phyllodoce mountain-heather ,taxon_identification
16387,1. Flowers yellow; peduncles and calyx ,key
16388,densely glandular P. glanduliflora ,key
16389,Flowers pink to purple 2 ,key
16390,"2. Peduncles, calyx, and twigs densely ",key
16391,glandular P. caerulea ,key
16392,Peduncles glandular; calyx and twigs ,key
16393,glabrous P. empethformis ,key
16394,Phyllodoce caerulea (L.) Bab. purple mountain-heather ,taxon_identification
16395,"Shrubby plants with a stout, woody root; stems decumbent, 10-20 cm ",morphology
16396,"high. Flowers terminal, 1-4 together on peduncles 1-2 cm long, elongating in ",morphology
16397,fruit. Tundra; northeastern Boreal forest. ,habitat
16398,Phyllodoce empetriformis (Sm.) D. Don blue mountain-heather ,taxon_identification
16399,"Similar to P. caerulea, but flowers few to many together, calyx glabrous, ",morphology
16400,"and plants usually less glandular. Mountain meadows, forest openings; Rocky ",habitat
16401,Mountains. ,habitat
16402,Phyllodoce glanduliflora (Hook.) Cov. yellow mountain-heather ,taxon_identification
16403,"Similar to P. empetriformis, but flowers yellow, peduncles conspicuously ",morphology
16404,"long glandular pubescent, hairs as long as the diameter of the peduncle, and ",morphology
16405,"plants usually very glandular. Mountain meadows, ridges, and forest openings; Rocky Mountains. ",habitat
16406,Rhododendron rose-bay ,taxon_identification
16407,"Flowers borne in 1- to 3-flowered lateral clusters, axillary R. albiflorum ",key
16408,Flowers borne in a terminal umbelliform ,morphology
16409,cluster R. lapponicum ,taxon_identification
16410,Rhododendron albiflorum Hook. white rose-bay ,taxon_identification
16411,"Erect shrubs to 2 m high, with slender branches and shredding bark. ",morphology
16412,"Leaves 2-7 cm long, thin, deciduous. Flowers creamy white, about 2 cm ",morphology
16413,across. Mountain forests; southern Rocky Mountains. ,habitat
16414,Rhododendron lapponicum (L.) Wahl. lapland rose-bay ,taxon_identification
16415,"Dwarf shrubs 10-30 cm high, freely branched. Leaves leathery, evergreen, ",morphology
16416,"10-15 mm long. Flowers 1-5 in a cluster, with the corolla about 15 mm wide, ",morphology
16417,"bright purple. Arctic and alpine tundra; southeastern Boreal forest, southern ",habitat
16418,Rocky Mountains. ,habitat
16420,VACCINIACEAE — huckleberry family ,taxon_identification
16421,Mostly shrubs or shrubby plants with alternate leaves. The members of ,key
16422,"this family are sometimes considered genera within Ericaceae, but have the ",taxon_identification
16423,ovary wholly inferior. ,key
16424,"Petals appearing separate, turned backward; ",key
16425,dwarf plants with very slender creeping ,morphology
16426,stems Oxycoccus ,key
16427,Petals united into an urn-shaped or campanulate tube Vaccinium ,key
16429,Oxycoccus cranberry ,taxon_identification
16430,Oxycoccus palustris Pers. swamp cranberry ,taxon_identification
16431,"A dwarf creeping plant with slender trailing stem 10^40 cm long, bearing ",morphology
16432,"small ovate leaves 3-8 mm long, green above and whitish below. Flowers in ",morphology
16433,"terminal umbels, pink, about 8 mm across, and with petals soon turning backward (reflexed). Fruit a small berry, 6-10 mm in diam, red, and often darkspotted when young. Fairly common; in cold bogs, swamps, and damp woods; ",morphology
